post_url,post_date,group_url
https://www.facebook.com/groups/2841369072578316/posts/2970543799660842/,2020-06-27,https://www.facebook.com/groups/2841369072578316
https://www.facebook.com/groups/614280442018479/permalink/3103563089756856,2020-07-27,https://www.facebook.com/groups/614280442018479
https://www.facebook.com/groups/143385436498713/permalink/727137691456815,2020-07-28,https://www.facebook.com/groups/143385436498713
https://www.facebook.com/groups/1593293237549165/permalink/2875013399377136,2021-02-23,https://www.facebook.com/groups/1593293237549165
https://www.facebook.com/groups/452436915324882/permalink/907793863122516,2021-02-23,https://www.facebook.com/groups/452436915324882
https://www.facebook.com/groups/1052284415271761/permalink/1073042603195942,2021-02-24,https://www.facebook.com/groups/1052284415271761
https://www.facebook.com/groups/1483323715310062/permalink/2490784657897291,2021-02-24,https://www.facebook.com/groups/1483323715310062
https://www.facebook.com/groups/2626568380915131/permalink/2812060869032547,2021-02-24,https://www.facebook.com/groups/2626568380915131
https://www.facebook.com/groups/286366068793713/permalink/894336224663358,2021-02-25,https://www.facebook.com/groups/286366068793713
https://www.facebook.com/groups/664734570941623/posts/903704520377959/,2021-02-27,https://www.facebook.com/groups/664734570941623
https://www.facebook.com/groups/2504077476563338/permalink/2540276569610095,2021-02-28,https://www.facebook.com/groups/2504077476563338
https://www.facebook.com/groups/122293914785208/permalink/1397069550640965,2021-03-02,https://www.facebook.com/groups/122293914785208
https://www.facebook.com/groups/420932671926908/permalink/716725859014253,2021-03-02,https://www.facebook.com/groups/420932671926908
https://www.facebook.com/groups/224712018796273/permalink/426255065308633,2021-03-02,https://www.facebook.com/groups/224712018796273
https://www.facebook.com/groups/2726066347675495/permalink/2852553785026750,2021-03-03,https://www.facebook.com/groups/2726066347675495
https://www.facebook.com/groups/741393512704952/permalink/1902441059933519,2021-03-03,https://www.facebook.com/groups/741393512704952
https://www.facebook.com/groups/717845721994278/permalink/1130088354103344,2021-03-04,https://www.facebook.com/groups/717845721994278
https://www.facebook.com/groups/3247348058642730/permalink/4050345468342981,2021-03-06,https://www.facebook.com/groups/3247348058642730
https://www.facebook.com/groups/706699386354396/permalink/1383376872019974,2021-03-07,https://www.facebook.com/groups/706699386354396
https://www.facebook.com/groups/1426080960751182/permalink/5805905589435342,2021-03-08,https://www.facebook.com/groups/1426080960751182
https://www.facebook.com/groups/288126957924989/permalink/5144461595624810,2021-03-08,https://www.facebook.com/groups/288126957924989
https://www.facebook.com/groups/1540372529540082/permalink/2881285968782058,2021-03-08,https://www.facebook.com/groups/1540372529540082
https://www.facebook.com/groups/299966664740878/permalink/515834333154109,2021-03-09,https://www.facebook.com/groups/299966664740878
https://www.facebook.com/groups/273285239406907/permalink/3774209615981101,2021-03-10,https://www.facebook.com/groups/273285239406907
https://www.facebook.com/groups/209580362895547/permalink/1094872747699633,2021-03-10,https://www.facebook.com/groups/209580362895547
https://www.facebook.com/groups/139764233318413/permalink/781030312525132,2021-03-10,https://www.facebook.com/groups/139764233318413
https://www.facebook.com/groups/255352721785771/permalink/743244649663240,2021-03-12,https://www.facebook.com/groups/255352721785771
https://www.facebook.com/groups/106049564684/permalink/10158370122284685,2021-03-13,https://www.facebook.com/groups/106049564684
https://www.facebook.com/groups/487169641466662/permalink/1760768684106745,2021-03-13,https://www.facebook.com/groups/487169641466662
https://www.facebook.com/groups/188656678210085/permalink/1019343218474756,2021-03-15,https://www.facebook.com/groups/188656678210085
https://www.facebook.com/groups/75002404412/permalink/10159190729254413,2021-03-17,https://www.facebook.com/groups/75002404412
https://www.facebook.com/groups/112838178884350/posts/1872909346210549/,2021-03-18,https://www.facebook.com/groups/112838178884350
https://www.facebook.com/groups/226589437450706/permalink/3656755061100776,2021-03-18,https://www.facebook.com/groups/226589437450706
https://www.facebook.com/groups/557034710993039/permalink/4511483632214774,2021-03-18,https://www.facebook.com/groups/557034710993039
https://www.facebook.com/groups/645122792637662/permalink/1095996894216914,2021-03-20,https://www.facebook.com/groups/645122792637662
https://www.facebook.com/groups/1433309036742830/permalink/5400139780059716,2021-03-24,https://www.facebook.com/groups/1433309036742830
https://www.facebook.com/groups/1658318611108688/posts/2847748378832366,2021-03-27,https://www.facebook.com/groups/1658318611108688
https://www.facebook.com/groups/129126187195865/permalink/3663852660389849,2021-03-29,https://www.facebook.com/groups/129126187195865
https://www.facebook.com/groups/452436915324882/permalink/927788487789720,2021-03-29,https://www.facebook.com/groups/452436915324882
https://www.facebook.com/groups/313315701249/permalink/10159018543036250,2021-04-05,https://www.facebook.com/groups/313315701249
https://www.facebook.com/groups/173164112723992/permalink/5624398727600476,2021-04-10,https://www.facebook.com/groups/173164112723992
https://www.facebook.com/groups/582579322699632/permalink/630206371270260,2021-04-18,https://www.facebook.com/groups/582579322699632
https://www.facebook.com/groups/102457919795803/permalink/5687445174630355,2021-04-22,https://www.facebook.com/groups/102457919795803
https://www.facebook.com/112323820619912/posts/259170569268569,2021-04-23,https://www.facebook.com/groups/3332382583652839
https://www.facebook.com/groups/741393512704952/permalink/1952350014942623,2021-04-24,https://www.facebook.com/groups/741393512704952
https://www.facebook.com/groups/426683700826009/posts/1891173227710375/,2021-04-25,https://www.facebook.com/groups/426683700826009
https://www.facebook.com/groups/229658638858116/permalink/256862012804445,2021-04-28,https://www.facebook.com/groups/229658638858116
https://www.facebook.com/groups/144068519433124/permalink/1102052303634736,2021-04-29,https://www.facebook.com/groups/144068519433124
https://www.facebook.com/groups/335851880328521/permalink/894740884439615,2021-04-30,https://www.facebook.com/groups/335851880328521
https://www.facebook.com/groups/224712018796273/permalink/459215815345891,2021-04-30,https://www.facebook.com/groups/224712018796273
https://www.facebook.com/groups/347157322709899/permalink/926145911477701,2021-05-02,https://www.facebook.com/groups/347157322709899
https://www.facebook.com/groups/283126312549656/permalink/839423226919959,2021-05-03,https://www.facebook.com/groups/283126312549656
https://www.facebook.com/groups/224712018796273/permalink/460827305184742,2021-05-03,https://www.facebook.com/groups/224712018796273
https://www.facebook.com/groups/229658638858116/permalink/260966529060660,2021-05-04,https://www.facebook.com/groups/229658638858116
https://www.facebook.com/groups/645122792637662/permalink/1125962724553664,2021-05-08,https://www.facebook.com/groups/645122792637662
https://www.facebook.com/groups/1380945465459453/posts/2853134174907234/,2021-05-11,https://www.facebook.com/groups/1380945465459453
https://www.facebook.com/groups/614378775328760/permalink/3536415833125025,2021-05-11,https://www.facebook.com/groups/614378775328760
https://www.facebook.com/groups/1564458763876198/permalink/2949819518673442,2021-05-26,https://www.facebook.com/groups/1564458763876198
https://www.facebook.com/groups/313315701249/permalink/10159140088606250,2021-05-28,https://www.facebook.com/groups/313315701249
https://www.facebook.com/groups/741393512704952/permalink/1990181261159498,2021-06-05,https://www.facebook.com/groups/741393512704952
https://www.facebook.com/groups/3106689399451566/permalink/4114416692012160,2021-06-07,https://www.facebook.com/groups/3106689399451566
https://www.facebook.com/groups/491894101857742/permalink/501918217521997,2021-06-13,https://www.facebook.com/groups/491894101857742
https://www.facebook.com/groups/267428837831289/permalink/512913779949459,2021-06-17,https://www.facebook.com/groups/267428837831289
https://www.facebook.com/groups/598042901135893/posts/838915143715333/,2021-06-23,https://www.facebook.com/groups/598042901135893
https://www.facebook.com/groups/758251534297155/permalink/3948680121920931,2021-07-09,https://www.facebook.com/groups/758251534297155
https://www.facebook.com/groups/351696368562307/permalink/1435696686828931,2021-07-14,https://www.facebook.com/groups/351696368562307
https://www.facebook.com/groups/145497708827772/permalink/4594912600552905,2021-07-14,https://www.facebook.com/groups/145497708827772
https://www.facebook.com/groups/1623090327910373/posts/2982708545281871/,2021-07-16,https://www.facebook.com/groups/1623090327910373
https://www.facebook.com/groups/324824717728533/permalink/1736585949885729,2021-07-29,https://www.facebook.com/groups/324824717728533
https://www.facebook.com/groups/1564458763876198/permalink/3001978230124237,2021-08-05,https://www.facebook.com/groups/1564458763876198
https://www.facebook.com/groups/557034710993039/permalink/4947217895308010,2021-08-08,https://www.facebook.com/groups/557034710993039
https://www.facebook.com/groups/159446313483/permalink/10159969751563484,2021-08-10,https://www.facebook.com/groups/159446313483
https://www.facebook.com/groups/1566934706954589/permalink/2907450952902951,2021-08-13,https://www.facebook.com/groups/1566934706954589
https://www.facebook.com/groups/327637701504155/permalink/888716295396290,2021-08-23,https://www.facebook.com/groups/327637701504155
https://www.facebook.com/groups/934290230389487/permalink/1219649715186869,2021-08-24,https://www.facebook.com/groups/934290230389487
https://www.facebook.com/groups/157024334907676/permalink/893685927908176,2021-08-26,https://www.facebook.com/groups/157024334907676
https://www.facebook.com/groups/174028399278967/permalink/5082124098469348,2021-08-29,https://www.facebook.com/groups/174028399278967
